uuid,event,distinct_id,session_id,timestamp,properties,elements_chain
17f555d83c89542699ad6beb8f9b60d6,item_information_opened,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:04:28+00:00,"{""item_type"":""meal""}",
e4d89020ed295949b9d1195a773f94d1,add_attempted,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:05:10+00:00,"{""required_options_missing"":true}",
7ec14571dd3c53018b4380249abd2cc3,validation_error_shown,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:05:13+00:00,"{""error_type"":""required_option""}",
e2edf30136b95bab8ca8f071c0ec3b11,help_opened,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:05:50+00:00,"{""topic"":""required_options""}",
4edd62399bda59a38c407fe426ff8492,item_added,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:06:30+00:00,"{""item_type"":""meal""}",
9dc9dd4c48945c3da81e931148cf54be,$pageview,synthetic-user-cn-02,synthetic-session-cn-02,2026-08-06T01:06:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/basket"",""$pathname"":""/basket""}",
17acf21fa13d517880fe742ca33b45fa,$pageview,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
2de3de4ea4c35de4a31a66c838a2af16,location_input_focused,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:00:22+00:00,"{""visit_number"":1}",
c8c5b555eb1154bbb91dd7721112ebea,postcode_submitted,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:00:45+00:00,"{""format"":""incomplete""}",
78595504f96b5ad49d7f014bdb6664b0,validation_error_shown,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
e41ac7f831015818bbe2afe7c1396cbf,postcode_submitted,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:01:12+00:00,"{""format"":""with_extra_text""}",
f18837467605555aaf0c20643f6e7f7f,validation_error_shown,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
fc678a998ade5d1abb9f06881dabc70a,help_opened,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:01:36+00:00,"{""topic"":""find_location""}",
100cb5fcb6bc59eab78832c1e82b652f,postcode_submitted,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:02:10+00:00,"{""postcode_area"":""urban""}",
32d3582dd5545ab09812daa8eafa9e7b,$pageview,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
b676e5bfe7c1505c85dff26e31ed7262,category_opened,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:02:50+00:00,"{""category"":""Groceries""}",
baecab8f6c68591e8b801ab1bbc953c9,back_navigation,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:03:16+00:00,"{""reason"":""wrong_category""}",
2e4dc69dc4125af68f460d4900f65c23,restaurant_opened,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:03:45+00:00,"{""list_position"":1}",
e227b8246d05532b926b9258765dda8c,$pageview,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
7f1a9d876da85314bf9f95f8f7f0f4d1,item_information_opened,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:04:28+00:00,"{""item_type"":""meal""}",
bd149cbdc91e51d3985fff58ceb03ed0,add_attempted,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:05:10+00:00,"{""required_options_missing"":true}",
b7a80f91de4b50e09c6e19beb35e11f5,validation_error_shown,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:05:13+00:00,"{""error_type"":""required_option""}",
04779bb1f1d75aecab99507e297f1333,session_abandoned,synthetic-user-cn-03,synthetic-session-cn-03,2026-08-07T01:05:45+00:00,"{""reason"":""confusing_flow""}",
576dd933a1bb52109def0f94b9ccab4d,$pageview,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
78369f34682e54faba96c4dc62fb9b74,location_input_focused,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:00:22+00:00,"{""visit_number"":1}",
88fbbc0980265605bde35b0f8d97bd70,postcode_submitted,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:00:45+00:00,"{""format"":""incomplete""}",
80ac9667deaf5a77ae0aa8b2175a02d4,validation_error_shown,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
bfbb0b684b9655eeb37b77755a49ac53,postcode_submitted,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:01:12+00:00,"{""format"":""with_extra_text""}",
44a516e97dcb5fddb2afdf74fb0525d6,validation_error_shown,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
34a8d6f379ee55a7974dd502cc290966,help_opened,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:01:36+00:00,"{""topic"":""find_location""}",
b26847f3f73751a08012da365b565f07,postcode_submitted,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:02:10+00:00,"{""postcode_area"":""urban""}",
f9e408f6b1905ae9ba6f741990f4eb8f,$pageview,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
c63162a3d1e651d6822d8c5cb050270a,category_opened,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:02:50+00:00,"{""category"":""Groceries""}",
c8b480defce4591c8fa31a933e23f358,back_navigation,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:03:16+00:00,"{""reason"":""wrong_category""}",
0f48c22beb2d53c28d3ef78c1cc20f1e,restaurant_opened,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:03:45+00:00,"{""list_position"":1}",
dc41a9b022c8527892b1144c75506cb5,$pageview,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
47a3239c68205853914bcaab36fc0575,item_information_opened,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:04:28+00:00,"{""item_type"":""meal""}",
37bbe68e20e55f0381cfdf3b9162f8a0,add_attempted,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:05:10+00:00,"{""required_options_missing"":true}",
3b68a4a64439563aacb22bc7f8153e1c,validation_error_shown,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:05:13+00:00,"{""error_type"":""required_option""}",
50621d77397258adb39f08bfc4b409bd,help_opened,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:05:50+00:00,"{""topic"":""required_options""}",
1353e93854bb5192926df675fd2ad1a6,item_added,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:06:30+00:00,"{""item_type"":""meal""}",
92b2d14d704f5e1b94c58332d02b8769,$pageview,synthetic-user-cn-04,synthetic-session-cn-04,2026-08-08T01:06:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/basket"",""$pathname"":""/basket""}",
2094e56cf8b6518a8e5aad834c80ae38,$pageview,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
1f107ee0156d5926aa72b9252d95af8d,location_input_focused,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:00:22+00:00,"{""visit_number"":1}",
a0b2e06bb6235bd2a81d624dc23ccb2c,postcode_submitted,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:00:45+00:00,"{""format"":""incomplete""}",
6da4c9b92f2e59d6b1abd30bcf5795ce,validation_error_shown,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
58b93a93f1ea5f338dd5f8cbf0f06d53,postcode_submitted,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:01:12+00:00,"{""format"":""with_extra_text""}",
82f91a9ab25b5b23b4c4534e3795c551,validation_error_shown,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
c6be266aecc85aa184843397eff25d37,help_opened,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:01:36+00:00,"{""topic"":""find_location""}",
c183608908815d8891f5cf8d3973ad00,postcode_submitted,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:02:10+00:00,"{""postcode_area"":""urban""}",
b2268f2ce7ad51a9b0fdffdfb17ae4aa,$pageview,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
2b4a2c8b3df1515da870b20f46322a5c,category_opened,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:02:50+00:00,"{""category"":""Groceries""}",
9cf4be689ce75d929e667aca45beb2ac,back_navigation,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:03:16+00:00,"{""reason"":""wrong_category""}",
822c9fd65c06588bb534e197fe6e014a,restaurant_opened,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:03:45+00:00,"{""list_position"":1}",
4202ac5625625606909b2e02e278462c,$pageview,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
83ee8a3a48995daa9c0777d9634cfcc2,item_information_opened,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:04:28+00:00,"{""item_type"":""meal""}",
9f82f4cb3b865b6e8178e99ca98d8b77,add_attempted,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:05:10+00:00,"{""required_options_missing"":true}",
86c695e0efd154e7bb1df7bca9e157c6,validation_error_shown,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:05:13+00:00,"{""error_type"":""required_option""}",
d7b6d098c786583788c7875d7fb97147,session_abandoned,synthetic-user-cn-05,synthetic-session-cn-05,2026-08-09T01:05:45+00:00,"{""reason"":""confusing_flow""}",
27c38cebd0b355a3bdbb6addfde018ce,$pageview,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
5d8d5263f9b35dd18ff6492b81a8c5c2,location_input_focused,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:00:22+00:00,"{""visit_number"":1}",
10cdb42be7a05eecbfca869cd86fa0c8,postcode_submitted,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:00:45+00:00,"{""format"":""incomplete""}",
5799545742c75f86843fc0d4d64316c3,validation_error_shown,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
2dbd46ba81535817b9586eb7405345a2,postcode_submitted,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:01:12+00:00,"{""format"":""with_extra_text""}",
b6a643d3856e563f8c4f3611114618ba,validation_error_shown,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
12174b426b735fd58515450bddab8f37,help_opened,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:01:36+00:00,"{""topic"":""find_location""}",
e46342f70dff534ba2ee06135a321695,postcode_submitted,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:02:10+00:00,"{""postcode_area"":""urban""}",
7cee5b6c95af5fd29eafeddab5765c35,$pageview,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
e5830958dc80550e912cfb3893f5f385,category_opened,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:02:50+00:00,"{""category"":""Groceries""}",
1b98085f316c57f0835ca7e24fc244fe,back_navigation,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:03:16+00:00,"{""reason"":""wrong_category""}",
82b96ac165115fa397614921a79d9d87,restaurant_opened,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:03:45+00:00,"{""list_position"":1}",
3a9806ce78e35628ab5e8b42594d37f1,$pageview,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
cab8cc2a56995b84b051f98c1ce5543d,item_information_opened,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:04:28+00:00,"{""item_type"":""meal""}",
139378f9f85655fcb8cd41d14068b888,add_attempted,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:05:10+00:00,"{""required_options_missing"":true}",
45cd004f7f42562193ad57da72ffda6e,validation_error_shown,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:05:13+00:00,"{""error_type"":""required_option""}",
92728bedcf685ef093a1443228a0fa41,help_opened,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:05:50+00:00,"{""topic"":""required_options""}",
153aeb32f5de512f9d89a21d4830ec17,item_added,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:06:30+00:00,"{""item_type"":""meal""}",
8347fb89e2fa55389c1f9eb654fc00f0,$pageview,synthetic-user-cn-06,synthetic-session-cn-06,2026-08-10T01:06:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/basket"",""$pathname"":""/basket""}",
60b1ddffb8535092888c625c377135d8,$pageview,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
aa2c84148c3f57d89799994eae5fdd13,location_input_focused,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:00:22+00:00,"{""visit_number"":1}",
b64055b84a5d5fd5b7400c387d0f167c,postcode_submitted,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:00:45+00:00,"{""format"":""incomplete""}",
d8029018bf905409a5cd410b91b85b6c,validation_error_shown,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
2385018c593c5b6a8f3c5220e177f89e,postcode_submitted,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:01:12+00:00,"{""format"":""with_extra_text""}",
3994024016725ae0bef59b874e4cf2f2,validation_error_shown,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
c2fae0281e1e550eba76a7391ff05fbb,help_opened,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:01:36+00:00,"{""topic"":""find_location""}",
220bb7f22b705c6895278d9635e61d36,postcode_submitted,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:02:10+00:00,"{""postcode_area"":""urban""}",
b9507a8b98025e428618989f769c8667,$pageview,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
c08eb85889b7582b9489965ff4d1b522,category_opened,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:02:50+00:00,"{""category"":""Groceries""}",
67510e443b83584586ddb066dfc50008,back_navigation,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:03:16+00:00,"{""reason"":""wrong_category""}",
128b7cf7133455df838854791cd3a89e,restaurant_opened,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:03:45+00:00,"{""list_position"":1}",
83c37342c8665134a4496243cabb337a,$pageview,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
2a8bfdda25a459d29a0feef5f4111bb9,item_information_opened,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:04:28+00:00,"{""item_type"":""meal""}",
f36c2eeb1dd5503fa8db947eb841ab15,add_attempted,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:05:10+00:00,"{""required_options_missing"":true}",
ac2163285a575de989e1f0b33367eec1,validation_error_shown,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:05:13+00:00,"{""error_type"":""required_option""}",
f57232deeef454239aae879e23c02165,session_abandoned,synthetic-user-cn-07,synthetic-session-cn-07,2026-08-11T01:05:45+00:00,"{""reason"":""confusing_flow""}",
3a1e00e5c7a151f48f53700389529f8e,$pageview,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
92bb067a87245d4eb8f7dcd2f03f7cb0,location_input_focused,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:00:22+00:00,"{""visit_number"":1}",
1a130e6777fa55bc8802914e5d2bdac1,postcode_submitted,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:00:45+00:00,"{""format"":""incomplete""}",
38b9fae9ca6d5e2197a2a4a4a1b92ef6,validation_error_shown,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
3bb636a1954b5e129adc9b44e9ea317e,postcode_submitted,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:01:12+00:00,"{""format"":""with_extra_text""}",
804dedd5ccdf5312aedeeeaaf8dfab55,validation_error_shown,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
ebb6795f06cb526997dffeedb9cfe108,help_opened,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:01:36+00:00,"{""topic"":""find_location""}",
87e26b51570c58bd83aba7a1500d7944,postcode_submitted,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:02:10+00:00,"{""postcode_area"":""urban""}",
1faaa6dd92c45906a7092c2662a54b4f,$pageview,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:02:18+00:00,"{""$current_url"":""https://www.just-eat.co.uk/area/ec1a-1bb"",""$pathname"":""/area/ec1a-1bb""}",
85549bfbd71e5959b0dca163c0821340,category_opened,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:02:50+00:00,"{""category"":""Groceries""}",
ea9f92efc0e35e389d2458f3d78b993b,back_navigation,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:03:16+00:00,"{""reason"":""wrong_category""}",
5b0e7ec00c0e57da8a3b473d1e3ca409,restaurant_opened,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:03:45+00:00,"{""list_position"":1}",
02ceb4618a455c8a9a858694a9456499,$pageview,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:03:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/menu/example-restaurant"",""$pathname"":""/menu/example-restaurant""}",
1e9f080adacb50b192ce198ac3ed39b0,item_information_opened,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:04:28+00:00,"{""item_type"":""meal""}",
a390652d94f257c5abdfb955198e7a58,add_attempted,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:05:10+00:00,"{""required_options_missing"":true}",
7394649fa0eb58f49bc13992b2bc4b6a,validation_error_shown,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:05:13+00:00,"{""error_type"":""required_option""}",
8b95eec9893b5910b5712ac8b6f40c87,help_opened,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:05:50+00:00,"{""topic"":""required_options""}",
f3c29687862057a5bbec5381f5739d71,item_added,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:06:30+00:00,"{""item_type"":""meal""}",
11b96c18033958298c023fe8d9afa408,$pageview,synthetic-user-cn-08,synthetic-session-cn-08,2026-08-12T01:06:50+00:00,"{""$current_url"":""https://www.just-eat.co.uk/basket"",""$pathname"":""/basket""}",
e3d61a85ead5534b9edb6dc037099be1,$pageview,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:00:00+00:00,"{""$current_url"":""https://www.just-eat.co.uk/"",""$pathname"":""/""}",
c57d94c9ca7a5661a96ca744b1345eea,location_input_focused,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:00:22+00:00,"{""visit_number"":1}",
7f77ea5907875be0b33bac20c86bc8ca,postcode_submitted,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:00:45+00:00,"{""format"":""incomplete""}",
7bc3e292c0ba5a848b74929e03e4287e,validation_error_shown,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:00:48+00:00,"{""error_type"":""invalid_postcode""}",
ef8040d713705e4ab702c49b98076ff0,postcode_submitted,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:01:12+00:00,"{""format"":""with_extra_text""}",
a3b7c749b0a85fcb979be949ce438b70,validation_error_shown,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:01:15+00:00,"{""error_type"":""invalid_postcode""}",
179f880d591c5f7db69a05a9cd9ed77d,help_opened,synthetic-user-cn-09,synthetic-session-cn-09,2026-08-13T01:01:36+00:00,"{""topic"":""find_location""}",
